SUB_CLASS,CATEGORY,MAIN_CLASS,KMD,ROW_COUNT,GENERAL_ABBREVIATION,ASSOCIATED_LIPID_MAPS_EXAMPLES
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.9402,18,Hex(3)-HexNAc-NeuAc-KDN-Cer X:1;O2,"['Hex(3)-HexNAc-NeuAc-KDN-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc-KDN-Cer 44:1;O2']"
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.9209,54,Hex(3)-HexNAc-NeuAc(2)-Cer X:1;O2,"['Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(2)-Cer 44:1;O2']"
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.4617,30,Hex(3)-HexNAc-NeuAc(4)-Cer X:1;O2,"['Hex(3)-HexNAc-NeuAc(4)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc(4)-Cer 44:1;O2']"
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.1276,18,Hex(3)-HexNAc-NeuGc-Cer X:1;O2,"['Hex(3)-HexNAc-NeuGc-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuGc-Cer 44:1;O2']"
GalNAcbeta1-4Galbeta1-4Glc- (Ganglio series) [SP0503],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.2328,18,Hex(3)-HexNAc(2)-Cer X:1;O2,"['Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2']"
Galalpha1-3Galbeta1-4Glc- (Isoglobo series) [SP0506],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.2328,18,Hex(3)-HexNAc(2)-Cer X:1;O2,"['Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2']"
Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.2328,24,Hex(3)-HexNAc(2)-Cer X:1;O2,"['Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2']"
Galbeta1-3GlcNAcbeta1-3Galbeta1-4Glc- (Lacto series) [SP0504],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.2328,6,Hex(3)-HexNAc(2)-Cer X:1;O2,"['Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2']"
Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glc- (Neolacto series) [SP0505],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.2328,18,Hex(3)-HexNAc(2)-Cer X:1;O2,"['Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Cer 44:1;O2']"
Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.1276,6,Hex(3)-HexNAc(2)-Fuc-Cer X:1;O2,"['Hex(3)-HexNAc(2)-Fuc-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Fuc-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Fuc-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Fuc-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Fuc-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Fuc-Cer 44:1;O2']"
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.898,36,Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer X:1;O2,"['Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 44:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-Fuc-NeuAc-Cer 44:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 34:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 36:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 38:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 40:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 42:1;O2', 'Hex(3)-HexNAc-NeuAc-NeuGc-Cer 44:1;O2']"
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.9897,18,Hex(3)-HexNAc(2)-NeuAc-Cer X:2;O2,"['Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(2)-NeuAc-Cer 44:2;O2']"
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.9802,6,Hex(3)-HexNAc(2)-NeuGc-Cer X:1;O2,"['Hex(3)-HexNAc(2)-NeuGc-Cer 34:1;O2', 'Hex(3)-HexNAc(2)-NeuGc-Cer 36:1;O2', 'Hex(3)-HexNAc(2)-NeuGc-Cer 38:1;O2', 'Hex(3)-HexNAc(2)-NeuGc-Cer 40:1;O2', 'Hex(3)-HexNAc(2)-NeuGc-Cer 42:1;O2', 'Hex(3)-HexNAc(2)-NeuGc-Cer 44:1;O2']"
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.8424,6,Hex(3)-HexNAc(3)-NeuAc-Cer X:2;O2,"['Hex(3)-HexNAc(3)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(3)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(3)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(3)-NeuAc-Cer 44:2;O2', 'Hex(3)-HexNAc(3)-NeuAc-Cer 42:2;O2', 'Hex(3)-HexNAc(3)-NeuAc-Cer 44:2;O2']"
Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.3994,12,Hex(4)-Cer X:1;O2,"['Hex(4)-Cer 34:1;O2', 'Hex(4)-Cer 36:1;O2', 'Hex(4)-Cer 38:1;O2', 'Hex(4)-Cer 40:1;O2', 'Hex(4)-Cer 42:1;O2', 'Hex(4)-Cer 44:1;O2', 'Hex(4)-Cer 34:1;O2', 'Hex(4)-Cer 36:1;O2', 'Hex(4)-Cer 38:1;O2', 'Hex(4)-Cer 40:1;O2', 'Hex(4)-Cer 42:1;O2', 'Hex(4)-Cer 44:1;O2']"
Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.2942,6,Hex(4)-Fuc-Cer X:1;O2,"['Hex(4)-Fuc-Cer 34:1;O2', 'Hex(4)-Fuc-Cer 36:1;O2', 'Hex(4)-Fuc-Cer 38:1;O2', 'Hex(4)-Fuc-Cer 40:1;O2', 'Hex(4)-Fuc-Cer 42:1;O2', 'Hex(4)-Fuc-Cer 44:1;O2']"
GalNAcbeta1-4Galbeta1-4Glc- (Ganglio series) [SP0503],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.252,6,Hex(4)-HexNAc-Cer X:1;O2,"['Hex(4)-HexNAc-Cer 34:1;O2', 'Hex(4)-HexNAc-Cer 36:1;O2', 'Hex(4)-HexNAc-Cer 38:1;O2', 'Hex(4)-HexNAc-Cer 40:1;O2', 'Hex(4)-HexNAc-Cer 42:1;O2', 'Hex(4)-HexNAc-Cer 44:1;O2']"
Galbeta1-3GlcNAcbeta1-3Galbeta1-4Glc- (Lacto series) [SP0504],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.252,12,Hex(4)-HexNAc-Cer X:1;O2,"['Hex(4)-HexNAc-Cer 34:1;O2', 'Hex(4)-HexNAc-Cer 36:1;O2', 'Hex(4)-HexNAc-Cer 38:1;O2', 'Hex(4)-HexNAc-Cer 40:1;O2', 'Hex(4)-HexNAc-Cer 42:1;O2', 'Hex(4)-HexNAc-Cer 44:1;O2', 'Hex(4)-HexNAc-Cer 34:1;O2', 'Hex(4)-HexNAc-Cer 36:1;O2', 'Hex(4)-HexNAc-Cer 38:1;O2', 'Hex(4)-HexNAc-Cer 40:1;O2', 'Hex(4)-HexNAc-Cer 42:1;O2', 'Hex(4)-HexNAc-Cer 44:1;O2']"
Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glc- (Neolacto series) [SP0505],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.252,18,Hex(4)-HexNAc-Cer X:1;O2,"['Hex(4)-HexNAc-Cer 34:1;O2', 'Hex(4)-HexNAc-Cer 36:1;O2', 'Hex(4)-HexNAc-Cer 38:1;O2', 'Hex(4)-HexNAc-Cer 40:1;O2', 'Hex(4)-HexNAc-Cer 42:1;O2', 'Hex(4)-HexNAc-Cer 44:1;O2', 'Hex(4)-HexNAc-Cer 34:1;O2', 'Hex(4)-HexNAc-Cer 36:1;O2', 'Hex(4)-HexNAc-Cer 38:1;O2', 'Hex(4)-HexNAc-Cer 40:1;O2', 'Hex(4)-HexNAc-Cer 42:1;O2', 'Hex(4)-HexNAc-Cer 44:1;O2', 'Hex(4)-HexNAc-Cer 34:1;O2', 'Hex(4)-HexNAc-Cer 36:1;O2', 'Hex(4)-HexNAc-Cer 38:1;O2', 'Hex(4)-HexNAc-Cer 40:1;O2', 'Hex(4)-HexNAc-Cer 42:1;O2', 'Hex(4)-HexNAc-Cer 44:1;O2']"
GalNAcbeta1-4Galbeta1-4Glc- (Ganglio series) [SP0503],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.1468,6,Hex(4)-HexNAc-Fuc-Cer X:1;O2,"['Hex(4)-HexNAc-Fuc-Cer 34:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 36:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 38:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 40:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 42:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 44:1;O2']"
Galbeta1-3GlcNAcbeta1-3Galbeta1-4Glc- (Lacto series) [SP0504],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.1468,6,Hex(4)-HexNAc-Fuc-Cer X:1;O2,"['Hex(4)-HexNAc-Fuc-Cer 34:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 36:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 38:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 40:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 42:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 44:1;O2']"
Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glc- (Neolacto series) [SP0505],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.1468,12,Hex(4)-HexNAc-Fuc-Cer X:1;O2,"['Hex(4)-HexNAc-Fuc-Cer 34:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 36:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 38:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 40:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 42:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 44:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 34:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 36:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 38:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 40:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 42:1;O2', 'Hex(4)-HexNAc-Fuc-Cer 44:1;O2']"
Gangliosides [SP0601],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.9172,12,Hex(4)-HexNAc-Fuc-NeuAc-Cer X:1;O2,"['Hex(4)-HexNAc-Fuc-NeuAc-Cer 34:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 36:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 38:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 40:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 42:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 44:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 34:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 36:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 38:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 40:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 42:1;O2', 'Hex(4)-HexNAc-Fuc-NeuAc-Cer 44:1;O2']"
